fastqs,sample,library_type
/proj/sens2021562/nobackup/ESCG_data/VDJ_21_FP_04_R99/fastq_files/P23151_3004/02-FASTQ/211108_A00187_0617_AHNMJGDSX2,P23151_3004,Antibody Capture
