"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
"1",0.648936774599693,0.00724066358412287,-0.058879555077073,-0.111936097268896,1.45860753148692,-0.558975887454625,-0.253948279564176,-0.740954054442511,-0.414550869643068,0.0582808519293786,-0.164932718691403,0.922019945721539,-0.729495656361089,0,0.567839679660724,-0.0773158437261463,1.01116936198152,0.0426389951047512,-0.351183173065574,0.235331321132277,-0.0192370537688243,0.728554769944879,0.972182534235196,1.31044572550913,-0.152955910909227,-1.19641963915039,-0.131152305787417,0.976358202475705,-0.019615355352376,-0.25759786033798,0,2.211319161836,-0.388536437811021,0.00865990546357354,0.687503607196102,-0.00103485924263666,0.135139821442402,0.0458031774268436,-0.012121509042848,0.454108063747287,0.0282715096037413,-0.459109289231554,0.0924863561877882,0.618978298416847,0.0366540577808134,-0.866485214603842,-0.325654527721171,0.226830739472678,0.204021356606268,-0.288079647323131,0.146610067997809,0.791540320362872,0.203351574630647,0.134424849141006,0.289303182263555,0.378513483134518,-0.118521670845309,0.0670140352745452,0.576262841998498,-0.016063610052005,-0.0684650603584193,1.23510895740077,1.58129542485292,0.647021692467793
"2",-0.000679887544980495,1.06866982436679,-0.00128995605210395,0.00417365528237501,-0.198832304971767,0.0133673283170753,0.0476823814185602,-0.193579810470604,-0.134342962385223,-0.0222633152965339,-0.218949980890923,0.189173828419043,0.091499987387307,0,-0.0185546824622512,0.0269439118707095,-0.111803321205523,0.049392055448634,-0.0269478954935302,0.0122425243149302,-0.0860314322768704,-0.260077554594017,0.146228760033999,0.00728316047442152,0.0143113639256002,0.273750276343684,0.0384047886580156,-0.121601537084108,0.0819986073974567,-0.0843102469060286,0,0.24252060148756,0.199867049724142,-0.00994925580110924,0.020929842867137,0.0378576682907888,-0.152628003247797,-0.0868739959323595,0.00422488752531689,-0.0932019456781829,0.00799754250469253,-0.000849924405550046,0.00493779458644294,-0.0708762016683304,-0.00381193375939294,-0.116497071447168,-0.0460467193328729,0.139817416442395,-0.124596081230659,0.0158799740963008,-0.0144858691271608,0.0434982066675155,-0.00609608571845023,-0.00992848394686135,0.124928604936931,-0.040020438666758,-0.0215101224002399,-0.0519066544904352,0.00416636899423156,0.0166133710878534,0.00227447369437925,0.135520213383005,0.18716379184176,-0.0333934009078982
"3",-0.00202820743452166,0.147070229569101,0.994699502839448,-0.00404272031736489,0.323993567240846,-0.0200252165372056,0.00986685313016969,0.39711974368558,0.0347055504151081,0.0702516430921719,0.00659891710923406,0.589137941773249,-0.0153901773878231,0,-0.0787566484704097,-0.408793921625793,0.233391671464213,-0.0279519370736878,0.0426833508965351,-0.0393473021030814,0.0426091049719582,0.00941788779781793,-0.197911303272617,-0.684262114317758,0.884420841337609,-0.917025835917379,-0.207477681205773,-0.0321741846000986,-0.198081974600056,0.162413332027327,0,-0.542125913737344,-0.146506622100875,-0.159373739322455,0.141116187588232,0.0747024927875077,-0.46382730403633,0.140480339783924,-0.0398421323204495,0.0541492951127357,0.00310432516643012,-0.102745402759328,-0.05526697686534,0.0393950761368573,-0.0204438310930204,-0.0659252643011601,0.112002563495644,-0.893851382574064,0.472198364431843,-0.375014025119643,0.0329332986817977,-0.0108326071482064,0.194794691651826,0.256541327611232,0.0610012695751722,0.231132089995699,0.107428836626506,0.0186102847520677,-0.0736318682650909,-0.0528929155972684,-0.104083530050523,0.706494522957315,-0.121551301918916,0.0862242271848511
"4",-0.0193309161423808,-0.0424809158528299,0.0197850717629428,1.16413702286009,-0.127201877340276,-0.0654576940188759,-0.142400654905572,-0.217830178307,-0.274046066723522,-0.0787183245577812,-0.0233074697270976,0.275857969441312,0.0772985129853,0,0.0940226885485927,-0.0479270478650017,-0.0913064340534721,-0.043109495203837,-0.0769307685462718,0.0380871933901066,-0.0375822404418351,-0.125393972100202,-0.0660976428963642,0.0310283418884685,0.242141333882403,0.113845338210293,-0.0530512272845035,0.0379632026561359,-0.0451107897379697,-0.047007471966192,0,0.141457311476558,0.00396103750107636,0.183285650230181,0.144467768670014,-0.188715312155757,-0.0907312516732862,-0.00352423335558905,-0.000522681980922151,0.0254156002838321,-0.00555656276922996,0.01872160423126,0.00436047433198982,0.0427436346439575,0.0129839274078547,-0.138232095979387,0.0477604999149707,-0.0509958764929071,-0.102191048074272,-0.00154892007728764,-0.00342109078345549,0.00536385483348223,0.0460845340962481,-0.0555531669930996,0.0443442243664723,-0.131431086947663,0.0441997008269102,0.0044131646504051,0.138223156521116,-0.00517331433317389,-0.0327221780738227,-0.0376598996821104,-0.0250977778817747,0.0378700009611403
"5",-0.00030062408153168,-0.00236219390178359,-0.00742088973438477,-0.0398273107512536,0.280503527289469,-0.0298683731497162,-0.0287828832163055,-0.0381293429207816,-0.254665314910786,-0.0104169364575237,-0.0659409529942092,0.0232663619027991,-0.0115155258483224,0,-0.162188012276692,-0.0186564211097587,-0.0287823398822802,0.00252196553110715,0.0290783868555598,0.00543750181365978,0.0204588239275737,-0.082719403782145,-0.0429235912186338,-0.052595682812888,0.0184499730629421,0.0611374774321232,0.00551432176599702,-0.0730785674843711,0.00499543620443703,0.0116625942650394,0,-0.107538672500581,0.0113109307503481,-0.049428910029298,-0.0131275517607211,-0.0226556884196582,-0.0205858360645272,-0.0199594401081761,0.00560592514600455,0.00211794645392445,-0.00278303292351857,0.00580578078446952,-0.00353226698520243,0.0165839590141037,-0.005477968086773,-0.0121240384376508,-0.00528406838186108,-0.0181614446837565,-0.0626851775332223,-0.00934383908857471,-0.00385138364658705,-0.0166356755734368,0.000212114799748396,-0.0132108655797183,-0.0447570187194746,-0.0146231386862553,-0.00224820836831075,-0.000670184136006519,-0.0322302845442766,-0.00812941980013362,-0.0429851727746865,0.0194197722295911,0.0184167849567662,-0.0142146107203582
"6",-0.00208129379547706,0.00263777270930015,0.0077712615093742,-0.00103894517020691,-0.0460936495089416,0.473627588676682,0.00106709893102371,-0.00646862076455265,-0.189488340599385,0.000399434202456635,-0.0209818786443284,-0.0229130580522094,0.0102173458259175,0,0.0269225807377135,-0.017632427301395,0.00207948358558621,-0.0147309127537408,-0.00104367738845955,-0.000259070329508869,0.00537532198910696,0.0215278196795932,-0.00844129880838123,0.0344287821910408,-0.0136494602503032,-0.0195820934840103,-0.00839258026723879,0.0338830651845491,0.0240919483321351,-0.00920396824650753,0,0.149714106295252,-0.0468866015890407,0.0136547362881372,-0.00154347201337354,0.0215874734382153,-0.000233482539440169,0.00253878416308549,-0.00411969493994252,0.00825656253421594,-0.00177661185772567,-0.00372952486313848,0.000745685975199481,-0.0185050645995002,0.00628190178156022,-0.00385049589793348,-0.0122955270887164,0.0207131109380133,-0.0177437513759338,0.0161287956734804,-0.00147035320741973,-0.006538416051558,-0.0261961832446057,-0.0238893878261832,0.029446588784467,-0.00691107946233871,0.000422183885018332,0.0109848753570886,0.0467201834179571,0.00065549683648055,0.0238264439021664,-0.00526180362971753,-0.0140074010087217,-0.00120866779722091
"7",0.0014456181918534,0.0121898113444296,-0.0629875103356916,-0.0568769598818988,0.449323536194132,0.569928332399318,1.30192853935947,0.0228155734252142,0.00200440649727847,0.011971693114874,0.157619519357338,-0.251730745172708,-0.129294369841938,0,-0.0656375630031512,-0.0567557650585181,-0.0785557497492283,-0.0172855412343824,-0.00897986967480028,-0.0369923276477103,0.0632246414981342,0.116324104580573,0.07461656435686,-0.200185260359362,-0.42392102025883,-0.0314505970334036,-0.000744082084563182,0.156689383254135,-0.0322055460139917,-0.0186184724885645,0,-0.243875054502435,-0.0567664185408826,-0.109427168901401,-0.204322166921695,0.0333465919498924,0.0712869718339967,-0.011863254606471,0.00397974921296532,0.12104119071071,0.00446338240242376,-0.0290004913492388,-0.000885356011089996,-0.025457860967933,-0.0199594541806942,0.17442891402887,-0.0233000516717373,0.0837851363931736,-0.0256553510041156,-0.0237002512486363,-0.000395726819387659,0.078426514822896,-0.0773983495132554,0.00867233301354516,-0.0568685358777557,0.0419477736968864,-0.0575736543686283,-0.0181892902533022,-0.0932430771573156,-0.00957022942448962,0.000603076783639718,0.00748977571098041,-0.083442891684002,0.0160890110348632
"8",-0.00378164253173215,0.0110476282040114,-0.0159017589773544,0.0148948910514696,0.135544531705806,-0.0606483064698147,-0.0580737446232112,1.17487649097558,0.143897674489376,0.0525487585694494,0.0438249082428534,-0.085803861548692,0.026799523707724,0,0.0474018387107864,0.0025218943604424,-0.00413810168209263,0.0179677343366002,-0.0410196137202125,-0.00154152843718931,-0.00414699180564517,0.0219502244738349,-0.000538281981431732,-0.105154612232334,0.0318639440624324,-0.0539157409785008,-0.00475010140027873,0.0261772058530685,-0.0337039721413548,-0.0175560795570287,0,0.0544884447063466,0.00399266004524987,0.00480593741692489,0.0509905662985128,0.0384296218500822,0.0519926336222105,-0.015068978333626,0.00112385117241059,0.0594166471606471,0.00186613111070873,-0.00392196827757306,-0.0115768258828098,0.00537546073936129,-0.00518796592151543,-0.056558523651109,-0.044270046948259,0.0197724949248203,0.0358121642352241,0.00683353433307606,0.00480030386977083,-0.021723419504938,0.0102531166957224,-0.0291210741542298,0.0154871687758735,0.0548056032222567,0.0225885987002372,0.00400519717636657,0.0418204959653103,0.00472977384356792,-0.0347202790456786,0.111526465952963,-0.0190747373813798,-0.00637794063532994
"9",0.00116838522011538,0.00833506731437458,-0.00862589074021231,-0.0281123515011313,-0.110283058553961,-0.139793456444592,-0.0266286481795227,-0.054300963776832,0.89056369935698,-0.00417894718688488,0.000667051946345946,-0.00521457446814109,-0.01859041660719,0,0.0145276502400821,-0.0246339554589681,0.00332589727993907,-0.00665163182015344,-0.0144080666322506,0.000563295602369868,-0.00322294903257407,0.0381597545637557,-0.0177625750578589,-0.0140625583207749,0.00289119142349322,0.0114584729333275,-0.00910444904271184,0.0131251385105495,0.0240102915111194,-0.00889238831907618,0,0.0709407489816947,-0.0260318250631922,-0.00961079831273468,-0.0394328791920902,0.00960760388246447,-0.0112460343615069,0.00492666360626292,-0.000620143740601163,0.0111839004060924,0.000995810832484896,-0.00592101961668647,0.00179891474386566,-0.0202978700481441,0.00298833184639031,0.0119049050773137,0.00103991421090587,0.0439726787883393,0.0379533873956098,0.0209337671222697,-0.00188922034714739,0.00482085704724546,-0.00745168646966307,-0.0101021272014524,-0.0143191264482444,0.0105465943571366,-0.0109799872840138,0.000936782364541812,0.00238383854090805,0.00133649575403095,0.0101830638552351,0.0243062855329277,-0.0314470722175646,-0.0164426002768979
"10",0.0254742941160412,-0.0352757271263894,-0.0786980204302604,-0.816277918472107,-0.713433886306934,0.0436726210771171,-0.170839061584307,-0.195808118834555,-0.278553829528499,0.515328556959584,0.565937241290696,0.0242719389357257,0.0876408220707037,0,-0.341873321932008,0.0604444410964824,-0.258060046484196,0.320179465906645,-0.202958974369338,0.0266418706357029,0.128004174101939,0.447394140179534,-0.154911246518028,0.579329850105332,-0.399335862243987,-0.59678550618768,0.00941694475345823,-0.16387702270788,-0.782597950347983,0.116816901492031,0,-0.350946396965975,-0.410893372937168,-0.342822290542825,-0.398579613242297,0.576703581680373,0.0488044321126639,0.426943028408134,-0.0509202985456594,0.275679052758727,0.0251679396004487,-0.0765516273220275,0.0291951291949324,-0.0442869153540463,-0.0216671306025386,-0.0934293221545297,-0.176591888372358,-0.110937523752473,0.104890979846932,0.104271966564018,-0.0124819094154844,-0.0155601345360823,-0.170917469835266,0.140951662712827,0.191600320480045,-0.132897539322529,-0.39375869985839,0.316967544866535,-0.0439622453832326,-0.0263504105486412,0.359862011660114,0.682256975163373,-0.076794660173691,-0.0100447794424129
