"Population","variable","value","maxVals","minVals","numVariable"
"focus","CD161",327,NA,NA,5.82883288328833
"focus","CD161",204,NA,NA,5.82893289328933
"focus","CD161",307,NA,NA,5.82903290329033
"focus","CD161",315,NA,NA,5.82913291329133
"focus","CD161",303,NA,NA,5.82923292329233
"focus","CD161",286,NA,NA,5.82933293329333
"focus","CD161",311,NA,NA,5.82943294329433
"focus","CD161",305,NA,NA,5.82953295329533
"focus","CD161",285,NA,NA,5.82963296329633
"focus","CD161",342,NA,NA,5.82973297329733
"focus","CD161",314,NA,NA,5.82983298329833
"focus","CD161",299,NA,NA,5.82993299329933
"focus","CD161",396,NA,NA,5.83003300330033
"focus","CD161",304,NA,NA,5.83013301330133
"focus","CD161",257,NA,NA,5.83023302330233
"focus","CD161",268,NA,NA,5.83033303330333
"focus","CD161",279,NA,NA,5.83043304330433
"focus","CD161",324,NA,NA,5.83053305330533
"focus","CD161",323,NA,NA,5.83063306330633
"focus","CD161",288,NA,NA,5.83073307330733
"focus","CD161",306,NA,NA,5.83083308330833
"focus","CD161",245,NA,NA,5.83093309330933
"focus","CD161",286,NA,NA,5.83103310331033
"focus","CD161",300,NA,NA,5.83113311331133
"focus","CD161",320,NA,NA,5.83123312331233
"focus","CD161",284,NA,NA,5.83133313331333
"focus","CD161",253,NA,NA,5.83143314331433
"focus","CD161",312,NA,NA,5.83153315331533
"focus","CD161",262,NA,NA,5.83163316331633
"focus","CD161",320,NA,NA,5.83173317331733
"focus","CD161",321,NA,NA,5.83183318331833
"focus","CD161",293,NA,NA,5.83193319331933
"focus","CD161",285,NA,NA,5.83203320332033
"focus","CD161",295,NA,NA,5.83213321332133
"focus","CD161",313,NA,NA,5.83223322332233
"focus","CD161",324,NA,NA,5.83233323332333
"focus","CD161",320,NA,NA,5.83243324332433
"focus","CD161",291,NA,NA,5.83253325332533
"focus","CD161",338,NA,NA,5.83263326332633
"focus","CD161",239,NA,NA,5.83273327332733
"focus","CD161",309,NA,NA,5.83283328332833
"focus","CD161",277,NA,NA,5.83293329332933
"focus","CD161",323,NA,NA,5.83303330333033
"focus","CD161",345,NA,NA,5.83313331333133
"focus","CD161",310,NA,NA,5.83323332333233
"focus","CD161",231,NA,NA,5.83333333333333
"focus","CD161",296,NA,NA,5.83343334333433
"focus","CD161",343,NA,NA,5.83353335333533
"focus","CD161",366,NA,NA,5.83363336333633
"focus","CD161",355,NA,NA,5.83373337333733
"focus","CD161",311,NA,NA,5.83383338333833
"focus","CD161",322,NA,NA,5.83393339333933
"focus","CD161",273,NA,NA,5.83403340334033
"focus","CD161",330,NA,NA,5.83413341334133
"focus","CD161",276,NA,NA,5.83423342334233
"focus","CD161",320,NA,NA,5.83433343334333
"focus","CD161",275,NA,NA,5.83443344334433
"focus","CD161",315,NA,NA,5.83453345334533
"focus","CD161",309,NA,NA,5.83463346334633
"focus","CD161",294,NA,NA,5.83473347334733
"focus","CD161",294,NA,NA,5.83483348334834
"focus","CD161",303,NA,NA,5.83493349334934
"focus","CD161",258,NA,NA,5.83503350335033
"focus","CD161",253,NA,NA,5.83513351335134
"focus","CD161",351,NA,NA,5.83523352335234
"focus","CD161",350,NA,NA,5.83533353335334
"focus","CD161",324,NA,NA,5.83543354335434
"focus","CD161",301,NA,NA,5.83553355335534
"focus","CD161",320,NA,NA,5.83563356335634
"focus","CD161",356,NA,NA,5.83573357335734
"focus","CD161",337,NA,NA,5.83583358335834
"focus","CD161",311,NA,NA,5.83593359335934
"focus","CD161",350,NA,NA,5.83603360336034
"focus","CD161",346,NA,NA,5.83613361336134
"focus","CD161",276,NA,NA,5.83623362336234
"focus","CD161",276,NA,NA,5.83633363336334
"focus","CD161",298,NA,NA,5.83643364336434
"focus","CD161",325,NA,NA,5.83653365336534
"focus","CD161",221,NA,NA,5.83663366336634
"focus","CD161",271,NA,NA,5.83673367336734
"focus","CD161",276,NA,NA,5.83683368336834
"focus","CD161",301,NA,NA,5.83693369336934
"focus","CD161",228,NA,NA,5.83703370337034
"focus","CD161",305,NA,NA,5.83713371337134
"focus","CD161",371,NA,NA,5.83723372337234
"focus","CD161",277,NA,NA,5.83733373337334
"focus","CD161",295,NA,NA,5.83743374337434
"focus","CD161",330,NA,NA,5.83753375337534
"focus","CD161",322,NA,NA,5.83763376337634
"focus","CD161",317,NA,NA,5.83773377337734
"focus","CD161",303,NA,NA,5.83783378337834
"focus","CD161",320,NA,NA,5.83793379337934
"focus","CD161",224,NA,NA,5.83803380338034
"focus","CD161",319,NA,NA,5.83813381338134
"focus","CD161",327,NA,NA,5.83823382338234
"focus","CD161",287,NA,NA,5.83833383338334
"focus","CD161",261,NA,NA,5.83843384338434
"focus","CD161",250,NA,NA,5.83853385338534
"focus","CD161",284,NA,NA,5.83863386338634
"focus","CD161",284,NA,NA,5.83873387338734
"focus","CD161",353,NA,NA,5.83883388338834
"focus","CD161",337,NA,NA,5.83893389338934
"focus","CD161",319,NA,NA,5.83903390339034
"focus","CD161",319,NA,NA,5.83913391339134
"focus","CD161",302,NA,NA,5.83923392339234
"focus","CD161",240,NA,NA,5.83933393339334
"focus","CD161",309,NA,NA,5.83943394339434
"focus","CD161",282,NA,NA,5.83953395339534
"focus","CD161",292,NA,NA,5.83963396339634
"focus","CD161",302,NA,NA,5.83973397339734
"focus","CD161",323,NA,NA,5.83983398339834
"focus","CD161",329,NA,NA,5.83993399339934
"focus","CD161",248,NA,NA,5.84003400340034
"focus","CD161",304,NA,NA,5.84013401340134
"focus","CD161",295,NA,NA,5.84023402340234
"focus","CD161",368,NA,NA,5.84033403340334
"focus","CD161",338,NA,NA,5.84043404340434
"focus","CD161",260,NA,NA,5.84053405340534
"focus","CD161",270,NA,NA,5.84063406340634
"focus","CD161",279,NA,NA,5.84073407340734
"focus","CD161",266,NA,NA,5.84083408340834
"focus","CD161",265,NA,NA,5.84093409340934
"focus","CD161",292,NA,NA,5.84103410341034
"focus","CD161",306,NA,NA,5.84113411341134
"focus","CD161",303,NA,NA,5.84123412341234
"focus","CD161",297,NA,NA,5.84133413341334
"focus","CD161",319,NA,NA,5.84143414341434
"focus","CD161",327,NA,NA,5.84153415341534
"focus","CD161",347,NA,NA,5.84163416341634
"focus","CD161",300,NA,NA,5.84173417341734
"focus","CD161",313,NA,NA,5.84183418341834
"focus","CD161",336,NA,NA,5.84193419341934
"focus","CD161",312,NA,NA,5.84203420342034
"focus","CD161",327,NA,NA,5.84213421342134
"focus","CD161",262,NA,NA,5.84223422342234
"focus","CD161",342,NA,NA,5.84233423342334
"focus","CD161",329,NA,NA,5.84243424342434
"focus","CD161",285,NA,NA,5.84253425342534
"focus","CD161",312,NA,NA,5.84263426342634
"focus","CD161",250,NA,NA,5.84273427342734
"focus","CD161",323,NA,NA,5.84283428342834
"focus","CD161",320,NA,NA,5.84293429342934
"focus","CD161",364,NA,NA,5.84303430343034
"focus","CD161",298,NA,NA,5.84313431343134
"focus","CD161",349,NA,NA,5.84323432343234
"focus","CD161",280,NA,NA,5.84333433343334
"focus","CD161",291,NA,NA,5.84343434343434
"focus","CD161",277,NA,NA,5.84353435343534
"focus","CD161",230,NA,NA,5.84363436343634
"focus","CD161",284,NA,NA,5.84373437343734
"focus","CD161",327,NA,NA,5.84383438343834
"focus","CD161",230,NA,NA,5.84393439343934
"focus","CD161",341,NA,NA,5.84403440344034
"focus","CD161",337,NA,NA,5.84413441344134
"focus","CD161",250,NA,NA,5.84423442344234
"focus","CD161",284,NA,NA,5.84433443344334
"focus","CD161",334,NA,NA,5.84443444344434
"focus","CD161",244,NA,NA,5.84453445344534
"focus","CD161",296,NA,NA,5.84463446344634
"focus","CD161",295,NA,NA,5.84473447344734
"focus","CD161",332,NA,NA,5.84483448344834
"focus","CD161",288,NA,NA,5.84493449344934
"focus","CD161",308,NA,NA,5.84503450345034
"focus","CD161",273,NA,NA,5.84513451345135
"focus","CD161",308,NA,NA,5.84523452345235
"focus","CD161",227,NA,NA,5.84533453345335
"focus","CD161",260,NA,NA,5.84543454345435
"focus","CD161",346,NA,NA,5.84553455345535
"focus","CD161",292,NA,NA,5.84563456345635
"focus","CD161",205,NA,NA,5.84573457345735
"focus","CD161",302,NA,NA,5.84583458345835
"focus","CD161",302,NA,NA,5.84593459345935
"focus","CD161",289,NA,NA,5.84603460346035
"focus","CD161",309,NA,NA,5.84613461346135
"focus","CD161",315,NA,NA,5.84623462346235
"focus","CD161",341,NA,NA,5.84633463346335
"focus","CD161",311,NA,NA,5.84643464346435
"focus","CD161",315,NA,NA,5.84653465346535
"focus","CD161",366,NA,NA,5.84663466346635
"focus","CD161",347,NA,NA,5.84673467346735
"focus","CD161",303,NA,NA,5.84683468346835
"focus","CD161",418,NA,NA,5.84693469346935
"focus","CD161",354,NA,NA,5.84703470347035
"focus","CD161",270,NA,NA,5.84713471347135
"focus","CD161",295,NA,NA,5.84723472347235
"focus","CD161",282,NA,NA,5.84733473347335
"focus","CD161",313,NA,NA,5.84743474347435
"focus","CD161",291,NA,NA,5.84753475347535
"focus","CD161",318,NA,NA,5.84763476347635
"focus","CD161",293,NA,NA,5.84773477347735
"focus","CD161",354,NA,NA,5.84783478347835
"focus","CD161",307,NA,NA,5.84793479347935
"focus","CD161",273,NA,NA,5.84803480348035
"focus","CD161",328,NA,NA,5.84813481348135
"focus","CD161",311,NA,NA,5.84823482348235
"focus","CD161",298,NA,NA,5.84833483348335
"focus","CD161",259,NA,NA,5.84843484348435
"focus","CD161",296,NA,NA,5.84853485348535
"focus","CD161",307,NA,NA,5.84863486348635
"focus","CD161",317,NA,NA,5.84873487348735
"focus","CD161",300,NA,NA,5.84883488348835
"focus","CD161",271,NA,NA,5.84893489348935
"focus","CD161",304,NA,NA,5.84903490349035
"focus","CD161",293,NA,NA,5.84913491349135
"focus","CD161",253,NA,NA,5.84923492349235
"focus","CD161",341,NA,NA,5.84933493349335
"focus","CD161",280,NA,NA,5.84943494349435
"focus","CD161",326,NA,NA,5.84953495349535
"focus","CD161",347,NA,NA,5.84963496349635
"focus","CD161",296,NA,NA,5.84973497349735
"focus","CD161",296,NA,NA,5.84983498349835
"focus","CD161",254,NA,NA,5.84993499349935
"focus","CD161",329,NA,NA,5.85003500350035
"focus","CD161",284,NA,NA,5.85013501350135
"focus","CD161",277,NA,NA,5.85023502350235
"focus","CD161",318,NA,NA,5.85033503350335
"focus","CD161",303,NA,NA,5.85043504350435
"focus","CD161",287,NA,NA,5.85053505350535
"focus","CD161",282,NA,NA,5.85063506350635
"focus","CD161",298,NA,NA,5.85073507350735
"focus","CD161",305,NA,NA,5.85083508350835
"focus","CD161",293,NA,NA,5.85093509350935
"focus","CD161",332,NA,NA,5.85103510351035
"focus","CD161",293,NA,NA,5.85113511351135
"focus","CD161",269,NA,NA,5.85123512351235
"focus","CD161",278,NA,NA,5.85133513351335
"focus","CD161",311,NA,NA,5.85143514351435
"focus","CD161",350,NA,NA,5.85153515351535
"focus","CD161",311,NA,NA,5.85163516351635
"focus","CD161",289,NA,NA,5.85173517351735
"focus","CD161",347,NA,NA,5.85183518351835
"focus","CD161",297,NA,NA,5.85193519351935
"focus","CD161",325,NA,NA,5.85203520352035
"focus","CD161",305,NA,NA,5.85213521352135
"focus","CD161",299,NA,NA,5.85223522352235
"focus","CD161",277,NA,NA,5.85233523352335
"focus","CD161",324,NA,NA,5.85243524352435
"focus","CD161",339,NA,NA,5.85253525352535
"focus","CD161",312,NA,NA,5.85263526352635
"focus","CD161",293,NA,NA,5.85273527352735
"focus","CD161",319,NA,NA,5.85283528352835
"focus","CD161",316,NA,NA,5.85293529352935
"focus","CD161",312,NA,NA,5.85303530353035
"focus","CD161",279,NA,NA,5.85313531353135
"focus","CD161",319,NA,NA,5.85323532353235
"focus","CD161",303,NA,NA,5.85333533353335
"focus","CD161",307,NA,NA,5.85343534353435
"focus","CD161",345,NA,NA,5.85353535353535
"focus","CD161",333,NA,NA,5.85363536353635
"focus","CD161",283,NA,NA,5.85373537353735
"focus","CD161",327,NA,NA,5.85383538353835
"focus","CD161",325,NA,NA,5.85393539353935
"focus","CD161",322,NA,NA,5.85403540354035
"focus","CD161",328,NA,NA,5.85413541354135
"focus","CD161",322,NA,NA,5.85423542354235
"focus","CD161",340,NA,NA,5.85433543354335
"focus","CD161",298,NA,NA,5.85443544354435
"focus","CD161",319,NA,NA,5.85453545354535
"focus","CD161",237,NA,NA,5.85463546354636
"focus","CD161",229,NA,NA,5.85473547354735
"focus","CD161",303,NA,NA,5.85483548354835
"focus","CD161",292,NA,NA,5.85493549354936
"focus","CD161",284,NA,NA,5.85503550355036
"focus","CD161",269,NA,NA,5.85513551355135
"focus","CD161",337,NA,NA,5.85523552355236
"focus","CD161",262,NA,NA,5.85533553355336
"focus","CD161",266,NA,NA,5.85543554355436
"focus","CD161",365,NA,NA,5.85553555355536
"focus","CD161",313,NA,NA,5.85563556355636
"focus","CD161",332,NA,NA,5.85573557355736
"focus","CD161",324,NA,NA,5.85583558355836
"focus","CD161",296,NA,NA,5.85593559355936
"focus","CD161",244,NA,NA,5.85603560356036
"focus","CD161",303,NA,NA,5.85613561356136
"focus","CD161",273,NA,NA,5.85623562356236
"focus","CD161",292,NA,NA,5.85633563356336
"focus","CD161",288,NA,NA,5.85643564356436
"focus","CD161",299,NA,NA,5.85653565356536
"focus","CD161",317,NA,NA,5.85663566356636
"focus","CD161",318,NA,NA,5.85673567356736
"focus","CD161",287,NA,NA,5.85683568356836
"focus","CD161",330,NA,NA,5.85693569356936
"focus","CD161",338,NA,NA,5.85703570357036
"focus","CD161",298,NA,NA,5.85713571357136
"focus","CD161",305,NA,NA,5.85723572357236
"focus","CD161",324,NA,NA,5.85733573357336
"focus","CD161",305,NA,NA,5.85743574357436
"focus","CD161",273,NA,NA,5.85753575357536
"focus","CD161",290,NA,NA,5.85763576357636
"focus","CD161",298,NA,NA,5.85773577357736
"focus","CD161",312,NA,NA,5.85783578357836
"focus","CD161",321,NA,NA,5.85793579357936
"focus","CD161",304,NA,NA,5.85803580358036
"focus","CD161",308,NA,NA,5.85813581358136
"focus","CD161",288,NA,NA,5.85823582358236
"focus","CD161",279,NA,NA,5.85833583358336
"focus","CD161",257,NA,NA,5.85843584358436
"focus","CD161",296,NA,NA,5.85853585358536
"focus","CD161",318,NA,NA,5.85863586358636
"focus","CD161",282,NA,NA,5.85873587358736
"focus","CD161",299,NA,NA,5.85883588358836
"focus","CD161",289,NA,NA,5.85893589358936
"focus","CD161",298,NA,NA,5.85903590359036
"focus","CD161",338,NA,NA,5.85913591359136
"focus","CD161",246,NA,NA,5.85923592359236
"focus","CD161",273,NA,NA,5.85933593359336
"focus","CD161",335,NA,NA,5.85943594359436
"focus","CD161",318,NA,NA,5.85953595359536
"focus","CD161",349,NA,NA,5.85963596359636
"focus","CD161",332,NA,NA,5.85973597359736
"focus","CD161",261,NA,NA,5.85983598359836
"focus","CD161",305,NA,NA,5.85993599359936
"focus","CD161",300,NA,NA,5.86003600360036
"focus","CD161",346,NA,NA,5.86013601360136
"focus","CD161",342,NA,NA,5.86023602360236
"focus","CD161",356,NA,NA,5.86033603360336
"focus","CD161",350,NA,NA,5.86043604360436
"focus","CD161",293,NA,NA,5.86053605360536
"focus","CD161",301,NA,NA,5.86063606360636
"focus","CD161",307,NA,NA,5.86073607360736
"focus","CD161",261,NA,NA,5.86083608360836
"focus","CD161",277,NA,NA,5.86093609360936
"focus","CD161",341,NA,NA,5.86103610361036
"focus","CD161",293,NA,NA,5.86113611361136
"focus","CD161",329,NA,NA,5.86123612361236
"focus","CD161",303,NA,NA,5.86133613361336
"focus","CD161",291,NA,NA,5.86143614361436
"focus","CD161",285,NA,NA,5.86153615361536
"focus","CD161",294,NA,NA,5.86163616361636
"focus","CD161",324,NA,NA,5.86173617361736
"focus","CD161",313,NA,NA,5.86183618361836
"focus","CD161",358,NA,NA,5.86193619361936
"focus","CD161",338,NA,NA,5.86203620362036
"focus","CD161",293,NA,NA,5.86213621362136
"focus","CD161",258,NA,NA,5.86223622362236
"focus","CD161",340,NA,NA,5.86233623362336
"focus","CD161",320,NA,NA,5.86243624362436
"focus","CD161",241,NA,NA,5.86253625362536
"focus","CD161",324,NA,NA,5.86263626362636
"focus","CD161",286,NA,NA,5.86273627362736
"focus","CD161",294,NA,NA,5.86283628362836
"focus","CD161",307,NA,NA,5.86293629362936
"focus","CD161",286,NA,NA,5.86303630363036
"focus","CD161",269,NA,NA,5.86313631363136
"focus","CD161",301,NA,NA,5.86323632363236
"focus","CD161",300,NA,NA,5.86333633363336
"focus","CD161",321,NA,NA,5.86343634363436
"focus","CD161",258,NA,NA,5.86353635363536
"focus","CD161",294,NA,NA,5.86363636363636
"focus","CD161",366,NA,NA,5.86373637363736
"focus","CD161",293,NA,NA,5.86383638363836
"focus","CD161",297,NA,NA,5.86393639363936
"focus","CD161",256,NA,NA,5.86403640364036
"focus","CD161",319,NA,NA,5.86413641364136
"focus","CD161",289,NA,NA,5.86423642364236
"focus","CD161",292,NA,NA,5.86433643364336
"focus","CD161",318,NA,NA,5.86443644364436
"focus","CD161",304,NA,NA,5.86453645364536
"focus","CD161",286,NA,NA,5.86463646364636
"focus","CD161",347,NA,NA,5.86473647364736
"focus","CD161",288,NA,NA,5.86483648364836
"focus","CD161",337,NA,NA,5.86493649364937
"focus","CD161",281,NA,NA,5.86503650365036
"focus","CD161",331,NA,NA,5.86513651365136
"focus","CD161",286,NA,NA,5.86523652365237
"focus","CD161",333,NA,NA,5.86533653365337
"focus","CD161",277,NA,NA,5.86543654365437
"focus","CD161",323,NA,NA,5.86553655365537
"focus","CD161",286,NA,NA,5.86563656365637
"focus","CD161",300,NA,NA,5.86573657365737
"focus","CD161",298,NA,NA,5.86583658365837
"focus","CD161",256,NA,NA,5.86593659365937
"focus","CD161",282,NA,NA,5.86603660366037
"focus","CD161",353,NA,NA,5.86613661366137
"focus","CD161",228,NA,NA,5.86623662366237
"focus","CD161",297,NA,NA,5.86633663366337
"focus","CD161",314,NA,NA,5.86643664366437
"focus","CD161",262,NA,NA,5.86653665366537
"focus","CD161",287,NA,NA,5.86663666366637
"focus","CD161",239,NA,NA,5.86673667366737
"focus","CD161",311,NA,NA,5.86683668366837
"focus","CD161",291,NA,NA,5.86693669366937
"focus","CD161",317,NA,NA,5.86703670367037
"focus","CD161",274,NA,NA,5.86713671367137
"focus","CD161",352,NA,NA,5.86723672367237
"focus","CD161",294,NA,NA,5.86733673367337
"focus","CD161",264,NA,NA,5.86743674367437
"focus","CD161",333,NA,NA,5.86753675367537
"focus","CD161",281,NA,NA,5.86763676367637
"focus","CD161",330,NA,NA,5.86773677367737
"focus","CD161",335,NA,NA,5.86783678367837
"focus","CD161",346,NA,NA,5.86793679367937
"focus","CD161",285,NA,NA,5.86803680368037
"focus","CD161",312,NA,NA,5.86813681368137
"focus","CD161",333,NA,NA,5.86823682368237
"focus","CD161",291,NA,NA,5.86833683368337
"focus","CD161",293,NA,NA,5.86843684368437
"focus","CD161",338,NA,NA,5.86853685368537
"focus","CD161",319,NA,NA,5.86863686368637
"focus","CD161",325,NA,NA,5.86873687368737
"focus","CD161",332,NA,NA,5.86883688368837
"focus","CD161",338,NA,NA,5.86893689368937
"focus","CD161",272,NA,NA,5.86903690369037
"focus","CD161",301,NA,NA,5.86913691369137
"focus","CD161",304,NA,NA,5.86923692369237
"focus","CD161",299,NA,NA,5.86933693369337
"focus","CD161",323,NA,NA,5.86943694369437
"focus","CD161",329,NA,NA,5.86953695369537
"focus","CD161",301,NA,NA,5.86963696369637
"focus","CD161",302,NA,NA,5.86973697369737
"focus","CD161",259,NA,NA,5.86983698369837
"focus","CD161",301,NA,NA,5.86993699369937
"focus","CD161",329,NA,NA,5.87003700370037
"focus","CD161",345,NA,NA,5.87013701370137
"focus","CD161",298,NA,NA,5.87023702370237
"focus","CD161",305,NA,NA,5.87033703370337
"focus","CD161",327,NA,NA,5.87043704370437
"focus","CD161",310,NA,NA,5.87053705370537
"focus","CD161",281,NA,NA,5.87063706370637
"focus","CD161",235,NA,NA,5.87073707370737
"focus","CD161",286,NA,NA,5.87083708370837
"focus","CD161",277,NA,NA,5.87093709370937
"focus","CD161",301,NA,NA,5.87103710371037
"focus","CD161",283,NA,NA,5.87113711371137
"focus","CD161",331,NA,NA,5.87123712371237
"focus","CD161",280,NA,NA,5.87133713371337
"focus","CD161",291,NA,NA,5.87143714371437
"focus","CD161",246,NA,NA,5.87153715371537
"focus","CD161",256,NA,NA,5.87163716371637
"focus","CD161",306,NA,NA,5.87173717371737
"focus","CD161",316,NA,NA,5.87183718371837
"focus","CD161",265,NA,NA,5.87193719371937
"focus","CD161",285,NA,NA,5.87203720372037
"focus","CD161",332,NA,NA,5.87213721372137
"focus","CD161",261,NA,NA,5.87223722372237
"focus","CD161",331,NA,NA,5.87233723372337
"focus","CD161",281,NA,NA,5.87243724372437
"focus","CD161",270,NA,NA,5.87253725372537
"focus","CD161",271,NA,NA,5.87263726372637
"focus","CD161",318,NA,NA,5.87273727372737
"focus","CD161",283,NA,NA,5.87283728372837
"focus","CD161",325,NA,NA,5.87293729372937
"focus","CD161",263,NA,NA,5.87303730373037
"focus","CD161",265,NA,NA,5.87313731373137
"focus","CD161",303,NA,NA,5.87323732373237
"focus","CD161",307,NA,NA,5.87333733373337
"focus","CD161",327,NA,NA,5.87343734373437
"focus","CD161",300,NA,NA,5.87353735373537
"focus","CD161",279,NA,NA,5.87363736373637
"focus","CD161",350,NA,NA,5.87373737373737
"focus","CD161",303,NA,NA,5.87383738373837
"focus","CD161",343,NA,NA,5.87393739373937
"focus","CD161",339,NA,NA,5.87403740374037
"focus","CD161",367,NA,NA,5.87413741374137
"focus","CD161",348,NA,NA,5.87423742374237
"focus","CD161",309,NA,NA,5.87433743374337
"focus","CD161",317,NA,NA,5.87443744374437
"focus","CD161",281,NA,NA,5.87453745374537
"focus","CD161",304,NA,NA,5.87463746374637
"focus","CD161",254,NA,NA,5.87473747374738
"focus","CD161",310,NA,NA,5.87483748374837
"focus","CD161",292,NA,NA,5.87493749374937
"focus","CD161",283,NA,NA,5.87503750375038
"focus","CD161",347,NA,NA,5.87513751375138
"focus","CD161",275,NA,NA,5.87523752375238
"focus","CD161",325,NA,NA,5.87533753375338
"focus","CD161",347,NA,NA,5.87543754375438
"focus","CD161",285,NA,NA,5.87553755375538
"focus","CD161",325,NA,NA,5.87563756375638
"focus","CD161",268,NA,NA,5.87573757375738
"focus","CD161",305,NA,NA,5.87583758375838
"focus","CD161",268,NA,NA,5.87593759375938
"focus","CD161",347,NA,NA,5.87603760376038
"focus","CD161",322,NA,NA,5.87613761376138
"focus","CD161",302,NA,NA,5.87623762376238
"focus","CD161",294,NA,NA,5.87633763376338
"focus","CD161",247,NA,NA,5.87643764376438
"focus","CD161",299,NA,NA,5.87653765376538
"focus","CD161",333,NA,NA,5.87663766376638
"focus","CD161",306,NA,NA,5.87673767376738
"focus","CD161",364,NA,NA,5.87683768376838
"focus","CD161",319,NA,NA,5.87693769376938
"focus","CD161",262,NA,NA,5.87703770377038
"focus","CD161",298,NA,NA,5.87713771377138
"focus","CD161",242,NA,NA,5.87723772377238
"focus","CD161",302,NA,NA,5.87733773377338
"focus","CD161",304,NA,NA,5.87743774377438
"focus","CD161",316,NA,NA,5.87753775377538
"focus","CD161",273,NA,NA,5.87763776377638
"focus","CD161",324,NA,NA,5.87773777377738
"focus","CD161",266,NA,NA,5.87783778377838
"focus","CD161",292,NA,NA,5.87793779377938
"focus","CD161",275,NA,NA,5.87803780378038
"focus","CD161",309,NA,NA,5.87813781378138
"focus","CD161",275,NA,NA,5.87823782378238
"focus","CD161",304,NA,NA,5.87833783378338
"focus","CD161",253,NA,NA,5.87843784378438
"focus","CD161",281,NA,NA,5.87853785378538
"focus","CD161",260,NA,NA,5.87863786378638
"focus","CD161",309,NA,NA,5.87873787378738
"focus","CD161",277,NA,NA,5.87883788378838
"focus","CD161",342,NA,NA,5.87893789378938
"focus","CD161",357,NA,NA,5.87903790379038
"focus","CD161",291,NA,NA,5.87913791379138
"focus","CD161",333,NA,NA,5.87923792379238
"focus","CD161",325,NA,NA,5.87933793379338
"focus","CD161",367,NA,NA,5.87943794379438
"focus","CD161",295,NA,NA,5.87953795379538
"focus","CD161",246,NA,NA,5.87963796379638
"focus","CD161",326,NA,NA,5.87973797379738
"focus","CD161",301,NA,NA,5.87983798379838
"focus","CD161",293,NA,NA,5.87993799379938
"focus","CD161",331,NA,NA,5.88003800380038
"focus","CD161",293,NA,NA,5.88013801380138
"focus","CD161",263,NA,NA,5.88023802380238
"focus","CD161",323,NA,NA,5.88033803380338
"focus","CD161",303,NA,NA,5.88043804380438
"focus","CD161",298,NA,NA,5.88053805380538
"focus","CD161",321,NA,NA,5.88063806380638
"focus","CD161",270,NA,NA,5.88073807380738
"focus","CD161",356,NA,NA,5.88083808380838
"focus","CD161",337,NA,NA,5.88093809380938
"focus","CD161",270,NA,NA,5.88103810381038
"focus","CD161",299,NA,NA,5.88113811381138
"focus","CD161",277,NA,NA,5.88123812381238
"focus","CD161",319,NA,NA,5.88133813381338
"focus","CD161",317,NA,NA,5.88143814381438
"focus","CD161",344,NA,NA,5.88153815381538
"focus","CD161",298,NA,NA,5.88163816381638
"focus","CD161",371,NA,NA,5.88173817381738
"focus","CD161",304,NA,NA,5.88183818381838
"focus","CD161",217,NA,NA,5.88193819381938
"focus","CD161",341,NA,NA,5.88203820382038
"focus","CD161",327,NA,NA,5.88213821382138
"focus","CD161",310,NA,NA,5.88223822382238
"focus","CD161",264,NA,NA,5.88233823382338
"focus","CD161",285,NA,NA,5.88243824382438
"focus","CD161",311,NA,NA,5.88253825382538
"focus","CD161",324,NA,NA,5.88263826382638
"focus","CD161",324,NA,NA,5.88273827382738
"focus","CD161",314,NA,NA,5.88283828382838
"focus","CD161",310,NA,NA,5.88293829382938
"focus","CD161",326,NA,NA,5.88303830383038
"focus","CD161",339,NA,NA,5.88313831383138
"focus","CD161",305,NA,NA,5.88323832383238
"focus","CD161",302,NA,NA,5.88333833383338
"focus","CD161",351,NA,NA,5.88343834383438
"focus","CD161",311,NA,NA,5.88353835383538
"focus","CD161",273,NA,NA,5.88363836383638
"focus","CD161",295,NA,NA,5.88373837383738
"focus","CD161",345,NA,NA,5.88383838383838
"focus","CD161",274,NA,NA,5.88393839383938
"focus","CD161",336,NA,NA,5.88403840384038
"focus","CD161",341,NA,NA,5.88413841384138
"focus","CD161",261,NA,NA,5.88423842384238
"focus","CD161",310,NA,NA,5.88433843384338
"focus","CD161",336,NA,NA,5.88443844384438
"focus","CD161",252,NA,NA,5.88453845384538
"focus","CD161",258,NA,NA,5.88463846384638
"focus","CD161",284,NA,NA,5.88473847384738
"focus","CD161",328,NA,NA,5.88483848384838
"focus","CD161",337,NA,NA,5.88493849384938
"focus","CD161",333,NA,NA,5.88503850385039
"focus","CD161",282,NA,NA,5.88513851385138
"focus","CD161",291,NA,NA,5.88523852385239
"focus","CD161",271,NA,NA,5.88533853385339
"focus","CD161",344,NA,NA,5.88543854385439
"focus","CD161",310,NA,NA,5.88553855385539
"focus","CD161",334,NA,NA,5.88563856385639
"focus","CD161",279,NA,NA,5.88573857385739
"focus","CD161",277,NA,NA,5.88583858385839
"focus","CD161",286,NA,NA,5.88593859385939
"focus","CD161",274,NA,NA,5.88603860386039
"focus","CD161",262,NA,NA,5.88613861386139
"focus","CD161",290,NA,NA,5.88623862386239
"focus","CD161",261,NA,NA,5.88633863386339
"focus","CD161",336,NA,NA,5.88643864386439
"focus","CD161",290,NA,NA,5.88653865386539
"focus","CD161",272,NA,NA,5.88663866386639
"focus","CD161",292,NA,NA,5.88673867386739
"focus","CD161",307,NA,NA,5.88683868386839
"focus","CD161",265,NA,NA,5.88693869386939
