"Population","variable","value","maxVals","minVals","numVariable"
"focus","KLRG1",327,NA,NA,2.70802080208021
"focus","KLRG1",326,NA,NA,2.70812081208121
"focus","KLRG1",335,NA,NA,2.70822082208221
"focus","KLRG1",313,NA,NA,2.70832083208321
"focus","KLRG1",351,NA,NA,2.70842084208421
"focus","KLRG1",315,NA,NA,2.70852085208521
"focus","KLRG1",310,NA,NA,2.70862086208621
"focus","KLRG1",298,NA,NA,2.70872087208721
"focus","KLRG1",318,NA,NA,2.70882088208821
"focus","KLRG1",316,NA,NA,2.70892089208921
"focus","KLRG1",269,NA,NA,2.70902090209021
"focus","KLRG1",350,NA,NA,2.70912091209121
"focus","KLRG1",346,NA,NA,2.70922092209221
"focus","KLRG1",309,NA,NA,2.70932093209321
"focus","KLRG1",371,NA,NA,2.70942094209421
"focus","KLRG1",297,NA,NA,2.70952095209521
"focus","KLRG1",367,NA,NA,2.70962096209621
"focus","KLRG1",323,NA,NA,2.70972097209721
"focus","KLRG1",348,NA,NA,2.70982098209821
"focus","KLRG1",345,NA,NA,2.70992099209921
"focus","KLRG1",376,NA,NA,2.71002100210021
"focus","KLRG1",346,NA,NA,2.71012101210121
"focus","KLRG1",325,NA,NA,2.71022102210221
"focus","KLRG1",297,NA,NA,2.71032103210321
"focus","KLRG1",287,NA,NA,2.71042104210421
"focus","KLRG1",361,NA,NA,2.71052105210521
"focus","KLRG1",324,NA,NA,2.71062106210621
"focus","KLRG1",329,NA,NA,2.71072107210721
"focus","KLRG1",294,NA,NA,2.71082108210821
"focus","KLRG1",373,NA,NA,2.71092109210921
"focus","KLRG1",299,NA,NA,2.71102110211021
"focus","KLRG1",313,NA,NA,2.71112111211121
"focus","KLRG1",305,NA,NA,2.71122112211221
"focus","KLRG1",348,NA,NA,2.71132113211321
"focus","KLRG1",322,NA,NA,2.71142114211421
"focus","KLRG1",319,NA,NA,2.71152115211521
"focus","KLRG1",306,NA,NA,2.71162116211621
"focus","KLRG1",374,NA,NA,2.71172117211721
"focus","KLRG1",321,NA,NA,2.71182118211821
"focus","KLRG1",323,NA,NA,2.71192119211921
"focus","KLRG1",320,NA,NA,2.71202120212021
"focus","KLRG1",298,NA,NA,2.71212121212121
"focus","KLRG1",277,NA,NA,2.71222122212221
"focus","KLRG1",317,NA,NA,2.71232123212321
"focus","KLRG1",306,NA,NA,2.71242124212421
"focus","KLRG1",278,NA,NA,2.71252125212521
"focus","KLRG1",355,NA,NA,2.71262126212621
"focus","KLRG1",340,NA,NA,2.71272127212721
"focus","KLRG1",370,NA,NA,2.71282128212821
"focus","KLRG1",309,NA,NA,2.71292129212921
"focus","KLRG1",319,NA,NA,2.71302130213021
"focus","KLRG1",342,NA,NA,2.71312131213121
"focus","KLRG1",290,NA,NA,2.71322132213221
"focus","KLRG1",318,NA,NA,2.71332133213321
"focus","KLRG1",331,NA,NA,2.71342134213421
"focus","KLRG1",325,NA,NA,2.71352135213521
"focus","KLRG1",337,NA,NA,2.71362136213621
"focus","KLRG1",321,NA,NA,2.71372137213721
"focus","KLRG1",325,NA,NA,2.71382138213821
"focus","KLRG1",340,NA,NA,2.71392139213921
"focus","KLRG1",335,NA,NA,2.71402140214021
"focus","KLRG1",239,NA,NA,2.71412141214121
"focus","KLRG1",313,NA,NA,2.71422142214221
"focus","KLRG1",277,NA,NA,2.71432143214321
"focus","KLRG1",300,NA,NA,2.71442144214421
"focus","KLRG1",327,NA,NA,2.71452145214521
"focus","KLRG1",376,NA,NA,2.71462146214621
"focus","KLRG1",334,NA,NA,2.71472147214721
"focus","KLRG1",290,NA,NA,2.71482148214821
"focus","KLRG1",287,NA,NA,2.71492149214922
"focus","KLRG1",298,NA,NA,2.71502150215021
"focus","KLRG1",308,NA,NA,2.71512151215122
"focus","KLRG1",339,NA,NA,2.71522152215222
"focus","KLRG1",327,NA,NA,2.71532153215322
"focus","KLRG1",264,NA,NA,2.71542154215422
"focus","KLRG1",323,NA,NA,2.71552155215522
"focus","KLRG1",333,NA,NA,2.71562156215622
"focus","KLRG1",333,NA,NA,2.71572157215722
"focus","KLRG1",402,NA,NA,2.71582158215822
"focus","KLRG1",307,NA,NA,2.71592159215922
"focus","KLRG1",370,NA,NA,2.71602160216022
"focus","KLRG1",340,NA,NA,2.71612161216122
"focus","KLRG1",320,NA,NA,2.71622162216222
"focus","KLRG1",307,NA,NA,2.71632163216322
"focus","KLRG1",302,NA,NA,2.71642164216422
"focus","KLRG1",279,NA,NA,2.71652165216522
"focus","KLRG1",332,NA,NA,2.71662166216622
"focus","KLRG1",296,NA,NA,2.71672167216722
"focus","KLRG1",298,NA,NA,2.71682168216822
"focus","KLRG1",340,NA,NA,2.71692169216922
"focus","KLRG1",329,NA,NA,2.71702170217022
"focus","KLRG1",302,NA,NA,2.71712171217122
"focus","KLRG1",305,NA,NA,2.71722172217222
"focus","KLRG1",355,NA,NA,2.71732173217322
"focus","KLRG1",293,NA,NA,2.71742174217422
"focus","KLRG1",333,NA,NA,2.71752175217522
"focus","KLRG1",355,NA,NA,2.71762176217622
"focus","KLRG1",301,NA,NA,2.71772177217722
"focus","KLRG1",308,NA,NA,2.71782178217822
"focus","KLRG1",346,NA,NA,2.71792179217922
"focus","KLRG1",351,NA,NA,2.71802180218022
"focus","KLRG1",320,NA,NA,2.71812181218122
"focus","KLRG1",318,NA,NA,2.71822182218222
"focus","KLRG1",287,NA,NA,2.71832183218322
"focus","KLRG1",342,NA,NA,2.71842184218422
"focus","KLRG1",371,NA,NA,2.71852185218522
"focus","KLRG1",334,NA,NA,2.71862186218622
"focus","KLRG1",337,NA,NA,2.71872187218722
"focus","KLRG1",289,NA,NA,2.71882188218822
"focus","KLRG1",279,NA,NA,2.71892189218922
"focus","KLRG1",327,NA,NA,2.71902190219022
"focus","KLRG1",352,NA,NA,2.71912191219122
"focus","KLRG1",357,NA,NA,2.71922192219222
"focus","KLRG1",310,NA,NA,2.71932193219322
"focus","KLRG1",324,NA,NA,2.71942194219422
"focus","KLRG1",336,NA,NA,2.71952195219522
"focus","KLRG1",333,NA,NA,2.71962196219622
"focus","KLRG1",267,NA,NA,2.71972197219722
"focus","KLRG1",346,NA,NA,2.71982198219822
"focus","KLRG1",312,NA,NA,2.71992199219922
"focus","KLRG1",324,NA,NA,2.72002200220022
"focus","KLRG1",266,NA,NA,2.72012201220122
"focus","KLRG1",314,NA,NA,2.72022202220222
"focus","KLRG1",295,NA,NA,2.72032203220322
"focus","KLRG1",302,NA,NA,2.72042204220422
"focus","KLRG1",279,NA,NA,2.72052205220522
"focus","KLRG1",291,NA,NA,2.72062206220622
"focus","KLRG1",328,NA,NA,2.72072207220722
"focus","KLRG1",308,NA,NA,2.72082208220822
"focus","KLRG1",294,NA,NA,2.72092209220922
"focus","KLRG1",294,NA,NA,2.72102210221022
"focus","KLRG1",264,NA,NA,2.72112211221122
"focus","KLRG1",306,NA,NA,2.72122212221222
"focus","KLRG1",299,NA,NA,2.72132213221322
"focus","KLRG1",301,NA,NA,2.72142214221422
"focus","KLRG1",315,NA,NA,2.72152215221522
"focus","KLRG1",286,NA,NA,2.72162216221622
"focus","KLRG1",310,NA,NA,2.72172217221722
"focus","KLRG1",311,NA,NA,2.72182218221822
"focus","KLRG1",364,NA,NA,2.72192219221922
"focus","KLRG1",294,NA,NA,2.72202220222022
"focus","KLRG1",334,NA,NA,2.72212221222122
"focus","KLRG1",302,NA,NA,2.72222222222222
"focus","KLRG1",324,NA,NA,2.72232223222322
"focus","KLRG1",369,NA,NA,2.72242224222422
"focus","KLRG1",322,NA,NA,2.72252225222522
"focus","KLRG1",315,NA,NA,2.72262226222622
"focus","KLRG1",350,NA,NA,2.72272227222722
"focus","KLRG1",307,NA,NA,2.72282228222822
"focus","KLRG1",314,NA,NA,2.72292229222922
"focus","KLRG1",326,NA,NA,2.72302230223022
"focus","KLRG1",329,NA,NA,2.72312231223122
"focus","KLRG1",306,NA,NA,2.72322232223222
"focus","KLRG1",315,NA,NA,2.72332233223322
"focus","KLRG1",374,NA,NA,2.72342234223422
"focus","KLRG1",328,NA,NA,2.72352235223522
"focus","KLRG1",355,NA,NA,2.72362236223622
"focus","KLRG1",278,NA,NA,2.72372237223722
"focus","KLRG1",300,NA,NA,2.72382238223822
"focus","KLRG1",321,NA,NA,2.72392239223922
"focus","KLRG1",323,NA,NA,2.72402240224022
"focus","KLRG1",282,NA,NA,2.72412241224122
"focus","KLRG1",312,NA,NA,2.72422242224222
"focus","KLRG1",285,NA,NA,2.72432243224322
"focus","KLRG1",348,NA,NA,2.72442244224422
"focus","KLRG1",282,NA,NA,2.72452245224522
"focus","KLRG1",267,NA,NA,2.72462246224622
"focus","KLRG1",313,NA,NA,2.72472247224722
"focus","KLRG1",326,NA,NA,2.72482248224822
"focus","KLRG1",315,NA,NA,2.72492249224922
"focus","KLRG1",295,NA,NA,2.72502250225023
"focus","KLRG1",308,NA,NA,2.72512251225123
"focus","KLRG1",308,NA,NA,2.72522252225223
"focus","KLRG1",313,NA,NA,2.72532253225323
"focus","KLRG1",299,NA,NA,2.72542254225423
"focus","KLRG1",375,NA,NA,2.72552255225523
"focus","KLRG1",343,NA,NA,2.72562256225623
"focus","KLRG1",283,NA,NA,2.72572257225723
"focus","KLRG1",293,NA,NA,2.72582258225823
"focus","KLRG1",331,NA,NA,2.72592259225923
"focus","KLRG1",345,NA,NA,2.72602260226023
"focus","KLRG1",295,NA,NA,2.72612261226123
"focus","KLRG1",345,NA,NA,2.72622262226223
"focus","KLRG1",319,NA,NA,2.72632263226323
"focus","KLRG1",310,NA,NA,2.72642264226423
"focus","KLRG1",315,NA,NA,2.72652265226523
"focus","KLRG1",256,NA,NA,2.72662266226623
"focus","KLRG1",357,NA,NA,2.72672267226723
"focus","KLRG1",310,NA,NA,2.72682268226823
"focus","KLRG1",317,NA,NA,2.72692269226923
"focus","KLRG1",303,NA,NA,2.72702270227023
"focus","KLRG1",297,NA,NA,2.72712271227123
"focus","KLRG1",324,NA,NA,2.72722272227223
"focus","KLRG1",310,NA,NA,2.72732273227323
"focus","KLRG1",338,NA,NA,2.72742274227423
"focus","KLRG1",308,NA,NA,2.72752275227523
"focus","KLRG1",324,NA,NA,2.72762276227623
"focus","KLRG1",285,NA,NA,2.72772277227723
"focus","KLRG1",326,NA,NA,2.72782278227823
"focus","KLRG1",351,NA,NA,2.72792279227923
"focus","KLRG1",335,NA,NA,2.72802280228023
"focus","KLRG1",316,NA,NA,2.72812281228123
"focus","KLRG1",282,NA,NA,2.72822282228223
"focus","KLRG1",321,NA,NA,2.72832283228323
"focus","KLRG1",267,NA,NA,2.72842284228423
"focus","KLRG1",330,NA,NA,2.72852285228523
"focus","KLRG1",363,NA,NA,2.72862286228623
"focus","KLRG1",310,NA,NA,2.72872287228723
"focus","KLRG1",290,NA,NA,2.72882288228823
"focus","KLRG1",334,NA,NA,2.72892289228923
"focus","KLRG1",329,NA,NA,2.72902290229023
"focus","KLRG1",334,NA,NA,2.72912291229123
"focus","KLRG1",298,NA,NA,2.72922292229223
"focus","KLRG1",244,NA,NA,2.72932293229323
"focus","KLRG1",316,NA,NA,2.72942294229423
"focus","KLRG1",291,NA,NA,2.72952295229523
"focus","KLRG1",328,NA,NA,2.72962296229623
"focus","KLRG1",314,NA,NA,2.72972297229723
"focus","KLRG1",316,NA,NA,2.72982298229823
"focus","KLRG1",296,NA,NA,2.72992299229923
"focus","KLRG1",330,NA,NA,2.73002300230023
"focus","KLRG1",315,NA,NA,2.73012301230123
"focus","KLRG1",311,NA,NA,2.73022302230223
"focus","KLRG1",300,NA,NA,2.73032303230323
"focus","KLRG1",295,NA,NA,2.73042304230423
"focus","KLRG1",325,NA,NA,2.73052305230523
"focus","KLRG1",400,NA,NA,2.73062306230623
"focus","KLRG1",284,NA,NA,2.73072307230723
"focus","KLRG1",315,NA,NA,2.73082308230823
"focus","KLRG1",299,NA,NA,2.73092309230923
"focus","KLRG1",289,NA,NA,2.73102310231023
"focus","KLRG1",360,NA,NA,2.73112311231123
"focus","KLRG1",292,NA,NA,2.73122312231223
"focus","KLRG1",336,NA,NA,2.73132313231323
"focus","KLRG1",304,NA,NA,2.73142314231423
"focus","KLRG1",298,NA,NA,2.73152315231523
"focus","KLRG1",271,NA,NA,2.73162316231623
"focus","KLRG1",321,NA,NA,2.73172317231723
"focus","KLRG1",354,NA,NA,2.73182318231823
"focus","KLRG1",287,NA,NA,2.73192319231923
"focus","KLRG1",334,NA,NA,2.73202320232023
"focus","KLRG1",349,NA,NA,2.73212321232123
"focus","KLRG1",366,NA,NA,2.73222322232223
"focus","KLRG1",284,NA,NA,2.73232323232323
"focus","KLRG1",294,NA,NA,2.73242324232423
"focus","KLRG1",286,NA,NA,2.73252325232523
"focus","KLRG1",307,NA,NA,2.73262326232623
"focus","KLRG1",378,NA,NA,2.73272327232723
"focus","KLRG1",292,NA,NA,2.73282328232823
"focus","KLRG1",309,NA,NA,2.73292329232923
"focus","KLRG1",345,NA,NA,2.73302330233023
"focus","KLRG1",307,NA,NA,2.73312331233123
"focus","KLRG1",326,NA,NA,2.73322332233223
"focus","KLRG1",253,NA,NA,2.73332333233323
"focus","KLRG1",313,NA,NA,2.73342334233423
"focus","KLRG1",279,NA,NA,2.73352335233523
"focus","KLRG1",293,NA,NA,2.73362336233623
"focus","KLRG1",290,NA,NA,2.73372337233723
"focus","KLRG1",284,NA,NA,2.73382338233823
"focus","KLRG1",325,NA,NA,2.73392339233923
"focus","KLRG1",299,NA,NA,2.73402340234023
"focus","KLRG1",265,NA,NA,2.73412341234123
"focus","KLRG1",369,NA,NA,2.73422342234223
"focus","KLRG1",362,NA,NA,2.73432343234323
"focus","KLRG1",332,NA,NA,2.73442344234423
"focus","KLRG1",268,NA,NA,2.73452345234523
"focus","KLRG1",299,NA,NA,2.73462346234623
"focus","KLRG1",280,NA,NA,2.73472347234723
"focus","KLRG1",272,NA,NA,2.73482348234823
"focus","KLRG1",309,NA,NA,2.73492349234923
"focus","KLRG1",302,NA,NA,2.73502350235024
"focus","KLRG1",353,NA,NA,2.73512351235123
"focus","KLRG1",290,NA,NA,2.73522352235224
"focus","KLRG1",302,NA,NA,2.73532353235324
"focus","KLRG1",288,NA,NA,2.73542354235424
"focus","KLRG1",281,NA,NA,2.73552355235524
"focus","KLRG1",351,NA,NA,2.73562356235624
"focus","KLRG1",280,NA,NA,2.73572357235724
"focus","KLRG1",346,NA,NA,2.73582358235824
"focus","KLRG1",308,NA,NA,2.73592359235924
"focus","KLRG1",299,NA,NA,2.73602360236024
"focus","KLRG1",331,NA,NA,2.73612361236124
"focus","KLRG1",317,NA,NA,2.73622362236224
"focus","KLRG1",330,NA,NA,2.73632363236324
"focus","KLRG1",278,NA,NA,2.73642364236424
"focus","KLRG1",309,NA,NA,2.73652365236524
"focus","KLRG1",332,NA,NA,2.73662366236624
"focus","KLRG1",302,NA,NA,2.73672367236724
"focus","KLRG1",312,NA,NA,2.73682368236824
"focus","KLRG1",333,NA,NA,2.73692369236924
"focus","KLRG1",357,NA,NA,2.73702370237024
"focus","KLRG1",287,NA,NA,2.73712371237124
"focus","KLRG1",321,NA,NA,2.73722372237224
"focus","KLRG1",346,NA,NA,2.73732373237324
"focus","KLRG1",290,NA,NA,2.73742374237424
"focus","KLRG1",290,NA,NA,2.73752375237524
"focus","KLRG1",362,NA,NA,2.73762376237624
"focus","KLRG1",361,NA,NA,2.73772377237724
"focus","KLRG1",329,NA,NA,2.73782378237824
"focus","KLRG1",361,NA,NA,2.73792379237924
"focus","KLRG1",295,NA,NA,2.73802380238024
"focus","KLRG1",305,NA,NA,2.73812381238124
"focus","KLRG1",326,NA,NA,2.73822382238224
"focus","KLRG1",304,NA,NA,2.73832383238324
"focus","KLRG1",274,NA,NA,2.73842384238424
"focus","KLRG1",335,NA,NA,2.73852385238524
"focus","KLRG1",289,NA,NA,2.73862386238624
"focus","KLRG1",344,NA,NA,2.73872387238724
"focus","KLRG1",291,NA,NA,2.73882388238824
"focus","KLRG1",272,NA,NA,2.73892389238924
"focus","KLRG1",334,NA,NA,2.73902390239024
"focus","KLRG1",333,NA,NA,2.73912391239124
"focus","KLRG1",278,NA,NA,2.73922392239224
"focus","KLRG1",345,NA,NA,2.73932393239324
"focus","KLRG1",350,NA,NA,2.73942394239424
"focus","KLRG1",302,NA,NA,2.73952395239524
"focus","KLRG1",314,NA,NA,2.73962396239624
"focus","KLRG1",267,NA,NA,2.73972397239724
"focus","KLRG1",295,NA,NA,2.73982398239824
"focus","KLRG1",287,NA,NA,2.73992399239924
"focus","KLRG1",287,NA,NA,2.74002400240024
"focus","KLRG1",292,NA,NA,2.74012401240124
"focus","KLRG1",341,NA,NA,2.74022402240224
"focus","KLRG1",357,NA,NA,2.74032403240324
"focus","KLRG1",307,NA,NA,2.74042404240424
"focus","KLRG1",313,NA,NA,2.74052405240524
"focus","KLRG1",334,NA,NA,2.74062406240624
"focus","KLRG1",336,NA,NA,2.74072407240724
"focus","KLRG1",285,NA,NA,2.74082408240824
"focus","KLRG1",290,NA,NA,2.74092409240924
"focus","KLRG1",307,NA,NA,2.74102410241024
"focus","KLRG1",295,NA,NA,2.74112411241124
"focus","KLRG1",422,NA,NA,2.74122412241224
"focus","KLRG1",298,NA,NA,2.74132413241324
"focus","KLRG1",339,NA,NA,2.74142414241424
"focus","KLRG1",317,NA,NA,2.74152415241524
"focus","KLRG1",210,NA,NA,2.74162416241624
"focus","KLRG1",357,NA,NA,2.74172417241724
"focus","KLRG1",331,NA,NA,2.74182418241824
"focus","KLRG1",280,NA,NA,2.74192419241924
"focus","KLRG1",360,NA,NA,2.74202420242024
"focus","KLRG1",344,NA,NA,2.74212421242124
"focus","KLRG1",292,NA,NA,2.74222422242224
"focus","KLRG1",318,NA,NA,2.74232423242324
"focus","KLRG1",320,NA,NA,2.74242424242424
"focus","KLRG1",312,NA,NA,2.74252425242524
"focus","KLRG1",277,NA,NA,2.74262426242624
"focus","KLRG1",326,NA,NA,2.74272427242724
"focus","KLRG1",318,NA,NA,2.74282428242824
"focus","KLRG1",305,NA,NA,2.74292429242924
"focus","KLRG1",311,NA,NA,2.74302430243024
"focus","KLRG1",339,NA,NA,2.74312431243124
"focus","KLRG1",257,NA,NA,2.74322432243224
"focus","KLRG1",358,NA,NA,2.74332433243324
"focus","KLRG1",303,NA,NA,2.74342434243424
"focus","KLRG1",289,NA,NA,2.74352435243524
"focus","KLRG1",320,NA,NA,2.74362436243624
"focus","KLRG1",301,NA,NA,2.74372437243724
"focus","KLRG1",327,NA,NA,2.74382438243824
"focus","KLRG1",279,NA,NA,2.74392439243924
"focus","KLRG1",354,NA,NA,2.74402440244024
"focus","KLRG1",294,NA,NA,2.74412441244124
"focus","KLRG1",330,NA,NA,2.74422442244224
"focus","KLRG1",343,NA,NA,2.74432443244324
"focus","KLRG1",335,NA,NA,2.74442444244424
"focus","KLRG1",301,NA,NA,2.74452445244524
"focus","KLRG1",289,NA,NA,2.74462446244624
"focus","KLRG1",318,NA,NA,2.74472447244724
"focus","KLRG1",360,NA,NA,2.74482448244824
"focus","KLRG1",301,NA,NA,2.74492449244925
"focus","KLRG1",315,NA,NA,2.74502450245024
"focus","KLRG1",297,NA,NA,2.74512451245125
"focus","KLRG1",317,NA,NA,2.74522452245225
"focus","KLRG1",330,NA,NA,2.74532453245325
"focus","KLRG1",312,NA,NA,2.74542454245425
"focus","KLRG1",315,NA,NA,2.74552455245525
"focus","KLRG1",295,NA,NA,2.74562456245625
"focus","KLRG1",298,NA,NA,2.74572457245725
"focus","KLRG1",275,NA,NA,2.74582458245825
"focus","KLRG1",333,NA,NA,2.74592459245925
"focus","KLRG1",342,NA,NA,2.74602460246025
"focus","KLRG1",303,NA,NA,2.74612461246125
"focus","KLRG1",314,NA,NA,2.74622462246225
"focus","KLRG1",285,NA,NA,2.74632463246325
"focus","KLRG1",309,NA,NA,2.74642464246425
"focus","KLRG1",305,NA,NA,2.74652465246525
"focus","KLRG1",333,NA,NA,2.74662466246625
"focus","KLRG1",295,NA,NA,2.74672467246725
"focus","KLRG1",290,NA,NA,2.74682468246825
"focus","KLRG1",308,NA,NA,2.74692469246925
"focus","KLRG1",348,NA,NA,2.74702470247025
"focus","KLRG1",323,NA,NA,2.74712471247125
"focus","KLRG1",301,NA,NA,2.74722472247225
"focus","KLRG1",337,NA,NA,2.74732473247325
"focus","KLRG1",329,NA,NA,2.74742474247425
"focus","KLRG1",323,NA,NA,2.74752475247525
"focus","KLRG1",311,NA,NA,2.74762476247625
"focus","KLRG1",301,NA,NA,2.74772477247725
"focus","KLRG1",319,NA,NA,2.74782478247825
"focus","KLRG1",344,NA,NA,2.74792479247925
"focus","KLRG1",339,NA,NA,2.74802480248025
"focus","KLRG1",274,NA,NA,2.74812481248125
"focus","KLRG1",291,NA,NA,2.74822482248225
"focus","KLRG1",306,NA,NA,2.74832483248325
"focus","KLRG1",290,NA,NA,2.74842484248425
"focus","KLRG1",303,NA,NA,2.74852485248525
"focus","KLRG1",319,NA,NA,2.74862486248625
"focus","KLRG1",314,NA,NA,2.74872487248725
"focus","KLRG1",361,NA,NA,2.74882488248825
"focus","KLRG1",296,NA,NA,2.74892489248925
"focus","KLRG1",311,NA,NA,2.74902490249025
"focus","KLRG1",301,NA,NA,2.74912491249125
"focus","KLRG1",324,NA,NA,2.74922492249225
"focus","KLRG1",308,NA,NA,2.74932493249325
"focus","KLRG1",309,NA,NA,2.74942494249425
"focus","KLRG1",333,NA,NA,2.74952495249525
"focus","KLRG1",303,NA,NA,2.74962496249625
"focus","KLRG1",332,NA,NA,2.74972497249725
"focus","KLRG1",333,NA,NA,2.74982498249825
"focus","KLRG1",333,NA,NA,2.74992499249925
"focus","KLRG1",256,NA,NA,2.75002500250025
"focus","KLRG1",378,NA,NA,2.75012501250125
"focus","KLRG1",297,NA,NA,2.75022502250225
"focus","KLRG1",312,NA,NA,2.75032503250325
"focus","KLRG1",293,NA,NA,2.75042504250425
"focus","KLRG1",372,NA,NA,2.75052505250525
"focus","KLRG1",317,NA,NA,2.75062506250625
"focus","KLRG1",307,NA,NA,2.75072507250725
"focus","KLRG1",275,NA,NA,2.75082508250825
"focus","KLRG1",288,NA,NA,2.75092509250925
"focus","KLRG1",297,NA,NA,2.75102510251025
"focus","KLRG1",331,NA,NA,2.75112511251125
"focus","KLRG1",287,NA,NA,2.75122512251225
"focus","KLRG1",385,NA,NA,2.75132513251325
"focus","KLRG1",340,NA,NA,2.75142514251425
"focus","KLRG1",301,NA,NA,2.75152515251525
"focus","KLRG1",318,NA,NA,2.75162516251625
"focus","KLRG1",289,NA,NA,2.75172517251725
"focus","KLRG1",316,NA,NA,2.75182518251825
"focus","KLRG1",348,NA,NA,2.75192519251925
"focus","KLRG1",339,NA,NA,2.75202520252025
"focus","KLRG1",302,NA,NA,2.75212521252125
"focus","KLRG1",374,NA,NA,2.75222522252225
"focus","KLRG1",334,NA,NA,2.75232523252325
"focus","KLRG1",326,NA,NA,2.75242524252425
"focus","KLRG1",323,NA,NA,2.75252525252525
"focus","KLRG1",304,NA,NA,2.75262526252625
"focus","KLRG1",311,NA,NA,2.75272527252725
"focus","KLRG1",312,NA,NA,2.75282528252825
"focus","KLRG1",317,NA,NA,2.75292529252925
"focus","KLRG1",298,NA,NA,2.75302530253025
"focus","KLRG1",310,NA,NA,2.75312531253125
"focus","KLRG1",273,NA,NA,2.75322532253225
"focus","KLRG1",330,NA,NA,2.75332533253325
"focus","KLRG1",194,NA,NA,2.75342534253425
"focus","KLRG1",332,NA,NA,2.75352535253525
"focus","KLRG1",312,NA,NA,2.75362536253625
"focus","KLRG1",271,NA,NA,2.75372537253725
"focus","KLRG1",303,NA,NA,2.75382538253825
"focus","KLRG1",318,NA,NA,2.75392539253925
"focus","KLRG1",315,NA,NA,2.75402540254025
"focus","KLRG1",315,NA,NA,2.75412541254125
"focus","KLRG1",332,NA,NA,2.75422542254225
"focus","KLRG1",300,NA,NA,2.75432543254325
"focus","KLRG1",317,NA,NA,2.75442544254425
"focus","KLRG1",271,NA,NA,2.75452545254525
"focus","KLRG1",318,NA,NA,2.75462546254625
"focus","KLRG1",304,NA,NA,2.75472547254725
"focus","KLRG1",296,NA,NA,2.75482548254825
"focus","KLRG1",305,NA,NA,2.75492549254925
"focus","KLRG1",347,NA,NA,2.75502550255026
"focus","KLRG1",351,NA,NA,2.75512551255126
"focus","KLRG1",345,NA,NA,2.75522552255226
"focus","KLRG1",296,NA,NA,2.75532553255326
"focus","KLRG1",316,NA,NA,2.75542554255426
"focus","KLRG1",285,NA,NA,2.75552555255526
"focus","KLRG1",318,NA,NA,2.75562556255626
"focus","KLRG1",315,NA,NA,2.75572557255726
"focus","KLRG1",312,NA,NA,2.75582558255826
"focus","KLRG1",305,NA,NA,2.75592559255926
"focus","KLRG1",306,NA,NA,2.75602560256026
"focus","KLRG1",290,NA,NA,2.75612561256126
"focus","KLRG1",308,NA,NA,2.75622562256226
"focus","KLRG1",301,NA,NA,2.75632563256326
"focus","KLRG1",332,NA,NA,2.75642564256426
"focus","KLRG1",323,NA,NA,2.75652565256526
"focus","KLRG1",321,NA,NA,2.75662566256626
"focus","KLRG1",310,NA,NA,2.75672567256726
"focus","KLRG1",300,NA,NA,2.75682568256826
"focus","KLRG1",324,NA,NA,2.75692569256926
"focus","KLRG1",361,NA,NA,2.75702570257026
"focus","KLRG1",274,NA,NA,2.75712571257126
"focus","KLRG1",296,NA,NA,2.75722572257226
"focus","KLRG1",339,NA,NA,2.75732573257326
"focus","KLRG1",295,NA,NA,2.75742574257426
"focus","KLRG1",312,NA,NA,2.75752575257526
"focus","KLRG1",312,NA,NA,2.75762576257626
"focus","KLRG1",326,NA,NA,2.75772577257726
"focus","KLRG1",323,NA,NA,2.75782578257826
"focus","KLRG1",316,NA,NA,2.75792579257926
"focus","KLRG1",348,NA,NA,2.75802580258026
"focus","KLRG1",311,NA,NA,2.75812581258126
"focus","KLRG1",299,NA,NA,2.75822582258226
"focus","KLRG1",321,NA,NA,2.75832583258326
"focus","KLRG1",331,NA,NA,2.75842584258426
"focus","KLRG1",273,NA,NA,2.75852585258526
"focus","KLRG1",283,NA,NA,2.75862586258626
"focus","KLRG1",286,NA,NA,2.75872587258726
"focus","KLRG1",298,NA,NA,2.75882588258826
"focus","KLRG1",276,NA,NA,2.75892589258926
"focus","KLRG1",325,NA,NA,2.75902590259026
"focus","KLRG1",314,NA,NA,2.75912591259126
"focus","KLRG1",274,NA,NA,2.75922592259226
"focus","KLRG1",274,NA,NA,2.75932593259326
"focus","KLRG1",374,NA,NA,2.75942594259426
"focus","KLRG1",306,NA,NA,2.75952595259526
"focus","KLRG1",335,NA,NA,2.75962596259626
"focus","KLRG1",390,NA,NA,2.75972597259726
"focus","KLRG1",300,NA,NA,2.75982598259826
"focus","KLRG1",316,NA,NA,2.75992599259926
"focus","KLRG1",357,NA,NA,2.76002600260026
"focus","KLRG1",347,NA,NA,2.76012601260126
"focus","KLRG1",339,NA,NA,2.76022602260226
"focus","KLRG1",315,NA,NA,2.76032603260326
"focus","KLRG1",294,NA,NA,2.76042604260426
"focus","KLRG1",331,NA,NA,2.76052605260526
"focus","KLRG1",365,NA,NA,2.76062606260626
"focus","KLRG1",300,NA,NA,2.76072607260726
"focus","KLRG1",262,NA,NA,2.76082608260826
"focus","KLRG1",383,NA,NA,2.76092609260926
"focus","KLRG1",294,NA,NA,2.76102610261026
"focus","KLRG1",309,NA,NA,2.76112611261126
"focus","KLRG1",321,NA,NA,2.76122612261226
"focus","KLRG1",348,NA,NA,2.76132613261326
"focus","KLRG1",314,NA,NA,2.76142614261426
"focus","KLRG1",321,NA,NA,2.76152615261526
"focus","KLRG1",335,NA,NA,2.76162616261626
