"","logFC","logCPM","F","PValue","Group"
"CD52",0.0398726461284834,9.5326672030255,0.0335373438959959,0.856153463449506,"None"
"ZEB2",0.409001566769006,9.10571742296918,7.49105280974667,0.0102316497822505,"None"
"PCBP1",0.0480918763232922,10.1030461029561,0.351214951177537,0.557708591283453,"None"
"HINT1",-0.185559487068416,9.22479417542404,3.22925758039024,0.193717527989059,"None"
"CLIC3",0.00170650008224698,10.1020860483132,8.66645425927253e-05,0.992641114974665,"None"
"CNBP",-0.0509311018424759,9.11507747219689,0.288694039639771,0.594880249247811,"None"
"HNRNPF",-0.400304076003923,8.64288800838198,7.44843103020812,0.0103520054522867,"None"
"KLF13",0.17414289323592,8.12829510921045,1.32689749743838,0.258279324467234,"None"
"TRAPPC1",-0.0516308229683323,8.62398345454029,0.230261121683492,0.841724650297086,"None"
"HNRNPA3",-0.118691200447527,9.04419800241515,1.71897045577904,0.199418550887997,"None"
"GABARAP",-0.139230773791894,9.14381172580642,2.42586854142977,0.412011267787178,"None"
"UBB",0.0799405801311662,10.3452739912572,1.45765750436759,0.236400289241861,"None"
"FOS",-0.36355966190047,10.088052403458,0.8176897741161,0.375019985225309,"None"
"TMED10",0.171694800363418,8.17884613770577,2.79128612301714,0.150163062192681,"None"
"PA2G4",-0.133987942843791,8.27787495821464,1.76409809429309,0.30147436848737,"None"
"ARL6IP1",0.0137344047727425,8.45141449695776,0.0144821805053188,0.904985939658218,"None"
"AKAP13",-0.029263660357265,8.74212127180844,0.0569717222145378,0.812912840425253,"None"
"NDUFA3",-0.243434166889188,8.75559548850305,5.42934443816406,0.048372133742626,"None"
"BBLN",-0.113892146669245,8.69966131301425,1.65845085798959,0.207307574735273,"None"
"JUNB",0.38348108982758,10.0912120491128,1.39090679894313,0.249940295485076,"None"
"HOPX",-0.131803285822666,10.0760234047805,0.837727773301346,0.367204831622662,"None"
"CXXC5",-0.296474697569113,8.4874768037274,3.87742021678493,0.057899542029146,"None"
"BSG",0.083450586033498,8.66724694354085,0.538742738779354,0.46844890802249,"None"
"GNB2",-0.00368043032241481,8.56475827769791,0.000843498404880339,0.977015729030011,"None"
"PPP1CA",0.239884828289126,9.43200534036326,7.0463844023112,0.0124038545576033,"None"
"CTSW",-0.148851792975555,11.7541101114687,2.77824823342914,0.105588127607212,"None"
"CFL1",0.0368967412974112,11.4572086558527,0.232066176940306,0.63336673244256,"None"
"UQCRH",-0.0555575900709232,8.50574931599454,0.240429639333948,0.627335658047265,"None"
"CD7",-0.380222456328561,11.1387080187711,13.7977007947032,0.000798825921533045,"Down"
"EIF1",0.0964216853552292,11.1107235979968,0.773039577356955,0.386017590961543,"None"
"GNG5",-0.018297414845467,8.52382577040551,0.0191349568617754,0.890871557464625,"None"
"NDUFA11",-0.0107656750920318,8.43239985833609,0.0123278212439014,0.912305031896861,"None"
"CHST2",0.315549565730367,8.28058727599372,2.480522881993,0.1269732971807,"None"
"EIF3F",-0.125995602586609,8.95904925154054,1.80431999522351,0.188906020621325,"None"
"TBC1D10C",0.135491109401361,8.79810385276441,1.63035054768146,0.211100695450394,"None"
"DRAP1",-0.143311947367912,8.63146090040661,1.59739398518337,0.555035420619382,"None"
"UCP2",0.1344161660505,9.75427670116466,1.44087893566254,0.239055666094996,"None"
"CCDC85B",-0.161095031241827,8.38164326006797,1.95826717181175,0.171588595408786,"None"
"COX8A",-0.151990742072647,8.81996885408013,2.68909987184065,0.300664283862636,"None"
"METRNL",0.317260029024496,8.36733345098677,4.10391724983392,0.0515806839416218,"None"
"POLR2L",-0.171977619918184,9.17967175880499,4.05317531756172,0.0528072417502235,"None"
"HNRNPA0",0.109605924259659,8.41419851095136,0.985751701392219,0.442633678918923,"None"
"COX5A",-0.196972096123318,8.26307164865598,3.59976258745044,0.0784798248747191,"None"
"EIF3K",-0.325414285135845,9.31606090629767,15.2050281726928,0.000480544171846152,"Down"
"GIMAP7",-0.339500945987439,9.12415785243452,1.357273850967,0.25522856612604,"None"
"CALR",-0.0313104537797602,9.48709848513167,0.0690770917755714,0.794417637280802,"None"
"SEPTIN1",0.0447943064526726,8.52306541244111,0.136102295695616,0.714685328537831,"None"
"HCLS1",0.00280321846128013,9.25109363101609,0.00133183013403181,0.9711213729261,"None"
"PRF1",0.287320288603836,11.6761448133547,7.19645294231361,0.0115905390455208,"None"
"S1PR5",0.102512232674135,8.96069661626045,0.555426657370427,0.46170112843082,"None"
"SSR4",-0.0358095039938244,9.1831127132943,0.124004251889857,0.798465867702453,"None"
"FCRL6",0.469415885839746,8.40778636021727,7.73327597105111,0.009340562271554,"None"
"ARL6IP4",0.253079252720644,8.55929238643377,5.91907301310825,0.0209183492737511,"None"
"LCK",0.0632222889751993,8.97003567359024,0.220777493940711,0.641724344449599,"None"
"EWSR1",0.0443353819859067,8.30106395205931,0.189693850812039,0.666177798810208,"None"
"DAZAP2",-0.0252326655008677,9.22836638132144,0.138657434971915,0.772261626914868,"None"
"TMEM50A",-0.0235237606975228,8.17007828219506,0.0517492015594152,0.888160061136012,"None"
"PTP4A2",0.0995740388340181,9.20897634955429,1.30307035187687,0.262361591313174,"None"
"ACTG1",0.091111398660512,11.7051529388043,1.22637531600286,0.276600048464573,"None"
"UQCR10",-0.074120852479516,8.59751316978542,0.721205630386457,0.40223497005021,"None"
"SEPTIN9",0.0517075931102069,9.02461073494608,0.15304440207978,0.698308721361174,"None"
"H1-10",-0.398733439631543,9.1910827032751,6.45622402258972,0.0163531648375531,"None"
"FMNL1",0.208553102949112,8.53001461224864,3.14354664875693,0.0860173603968611,"None"
"SIGIRR",0.104967154324685,8.30117860399165,1.32681474880927,0.2581457426921,"None"
"IFITM2",-0.403396607616116,11.299217981821,12.9862099649221,0.00108001452577434,"Down"
"P4HB",0.0203542899543229,8.689930266668,0.030767574575138,0.861896341186891,"None"
"MORF4L1",-0.144843175287727,8.52541411057315,2.45724493765175,0.12709769500907,"None"
"IKZF1",0.0679998960017817,8.7870371404022,0.179349488666267,0.674895117482537,"None"
"ATP6V0C",-0.181817704933021,8.636944429303,3.56681214906308,0.0682978394573965,"None"
"IFITM1",-0.300463444281917,12.0483982379971,10.1970513776329,0.0032121052100978,"Down"
"NDUFA13",-0.254565340081853,8.77816940784378,7.7396151137937,0.00909657159489607,"None"
"KRT10",0.172859629871388,8.14995279698036,3.25047635749353,0.0810949713746855,"None"
"GNG2",0.151185361234688,9.28078736526114,1.16417175749903,0.289034648587461,"None"
"ARHGAP30",-0.00169457564562886,8.35685223879367,0.000225358334926222,0.988118491330045,"None"
"CMC1",-1.19730155452215,9.17813143000332,20.2483289033561,0.000134061246087653,"Down"
"PTMA",-0.152635610915707,11.9101402588488,5.40205107193992,0.026811592666295,"None"
